Text Slug,,#char,#words,LW #char,2-line #char,max rows,Bal #row,,Min Slope,Lx1 cells,Max Slope,2xH cells,,Graphic text sticker,Magic text Sticker,,OccasionScore0,OccasionScore1,OccasionScore2,OccasionScore3,,Automation,,keyword 1,keyword 2,keyword 3,keyword 4,keyword 5,keyword 6,keyword 7,keyword 8,keyword 9,keyword 10,keyword 11,keyword 12,,
first-day-home,,14,3,5,7,3,3,,0.21,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
first-day-of-school,,19,4,6,9,4,3,,0.16,7,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
first-kiss,,10,2,5,5,2,2,,0.30,4,1.00,2,,1,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
first-look,,10,2,5,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
first-look-at-the-baby,,22,5,5,11,5,4,,0.14,8,2.00,4,,0,1,,,,,baby,,Yes,,newborn,,,,,,,,,,,,,
first-moments-memories,,22,3,8,11,3,3,,0.14,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
first-signs-of-spring,,21,4,6,10,4,3,,0.14,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
first-steps,,11,2,5,5,2,2,,0.27,4,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
first-tooth,,11,2,5,5,2,2,,0.27,4,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
first-trimester,,15,2,9,7,2,2,,0.20,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
first-visitors,,14,2,8,7,2,2,,0.21,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
flowers-candy-and-hearts-oh-my,,30,6,7,15,6,4,,0.10,10,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fluent-in-lol,,13,3,6,6,3,2,,0.23,5,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
follow-your-heart,,17,3,6,8,3,3,,0.18,6,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
follow-your-inner-star,,22,4,6,11,4,4,,0.14,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
food-crunch,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
for-the-love-of-learning,,24,5,8,12,5,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
forever,,7,1,7,n/a,1,1,,0.43,3,0.33,1,,1,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
forever-yours,,13,2,7,6,2,2,,0.23,5,0.67,2,,0,1,,,,,wedding,,yes,,person:all,kissing:all,bride:all,bridegroom:all,,,,,,,,,,
freedom-is-a-pair-of-skis,,25,6,7,12,6,3,,0.12,9,1.00,2,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, sports-and-hobbies",,Yes,,skiing,,,,,,,,,,,,,
fresh-powder,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,"travel, family, year-in-review, seasonal-holidays, everyday, life-stories, sports-and-hobbies",,Yes,,skiing,snowboarding,,,,,,,,,,,,
freshman-year,,13,2,8,6,2,2,,0.23,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
friendly-neighborhood-vampire,,29,3,12,14,3,3,,0.10,10,0.75,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
friends-for-life,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
friends-forever,,15,2,7,7,2,2,,0.20,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
frosty-fun,,10,2,6,5,2,2,,0.30,4,1.00,2,,0,1,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids",,,,Yes,,winter,,,,,,,,,,,,,
frozen-in-time-team-memories,,28,5,8,14,5,3,,0.11,10,1.00,2,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
fun,,3,1,3,n/a,1,1,,1.00,1,1.00,2,,1,1,,"travel, birthday, baby, baby-shower, family, everyday, life-stories, seasonal-holidays, year-in-review, kids",,,,,Yes,,kid,play,,,,,,,,,,,,
fun-ahead,,9,2,5,4,2,2,,0.33,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-at-grandmas-house,,21,4,8,10,4,3,,0.14,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-at-the-arcade,,17,4,6,8,4,3,,0.18,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-fact,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-friends,,11,2,7,5,2,2,,0.27,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-in-the-park,,15,4,4,7,4,3,,0.20,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-in-the-sun,,14,4,3,7,4,4,,0.21,5,4.00,8,,1,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby",,,,,Yes,,beach,sunlight,sunglasses,,,,,,,,,,,
fun-makes-us-hungry,,19,4,6,9,4,3,,0.16,7,1.50,3,,0,1,,,,,"travel, kids, baby, special-celebrations, family, year-in-review",,Yes,,food,pasta,pizza,eating,,,,,,,,,,
fun-memories,,12,2,8,6,2,2,,0.25,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-moments-from-the-year,,25,5,7,12,5,3,,0.12,9,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-summer,,10,2,6,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-time-with-you,,17,4,4,8,4,4,,0.18,6,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-times,,9,2,5,4,2,2,,0.33,3,1.00,2,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,person:all,smile:all,fun:all,,,,,,,,,,,
fun-to-be-one,,13,4,3,6,4,4,,0.23,5,4.00,8,,0,1,,,,,,,No,,,,,,,,,,,,,,,
fun-with-the-family,,19,4,6,9,4,3,,0.16,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
funny-story,,11,2,5,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
g-is-for-go-team-go,,19,6,4,9,6,4,,0.16,7,2.00,4,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
game-day,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
game-face,,9,2,4,4,2,2,,0.33,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
game-on,,7,2,4,3,2,2,,0.43,3,1.00,2,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
game-ready,,10,2,5,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
game-time,,9,2,4,4,2,2,,0.33,3,1.00,2,,0,1,,"travel, family, everyday, life-stories, year-in-review, kids, seasonal-holidays, sports-and-hobbies",,,,,Yes,,basketball,baseball,football,soccer,hockey,soccer,hockey,,,,,,,
games-rides-and-more,,20,4,5,10,4,4,,0.15,7,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
gathering-together,,18,2,9,9,2,2,,0.17,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
generations-of-dadness,,22,3,11,11,3,2,,0.14,8,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
generations-of-love,,19,3,11,9,3,2,,0.16,7,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
get-lost,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,travel,,,,,No,,,,,,,,,,,,,,,
get-out-and-play,,16,4,4,8,4,4,,0.19,6,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
get-your-party-on,,17,4,5,8,4,3,,0.18,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
get-your-travel-on,,18,4,6,9,4,3,,0.17,6,1.50,3,,0,1,,travel,,,,,Yes,,person:all,train station:all,,,,,,,,,,,,
getaway,,7,1,7,n/a,1,1,,0.43,3,0.33,1,,0,1,,,travel,,,,Yes,,person:all,train station:all,,,,,,,,,,,,
getting-my-joy-on,,17,4,7,8,4,2,,0.18,6,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
getting-ready,,13,2,7,6,2,2,,0.23,5,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
getting-to-know-one-another,,27,5,7,13,5,4,,0.11,9,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
getting-to-know-the-residents,,29,5,9,14,5,3,,0.10,10,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
ghosts-on-the-go,,16,4,6,8,4,3,,0.19,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
gift-giving,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
giggles-forever,,15,2,7,7,2,2,,0.20,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
giving-back,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
glimpses-of-the-past,,20,4,8,10,4,3,,0.15,7,1.00,2,,0,1,,,,travel,,,Yes,,monument,ruins,castle,statue,column,steeple,spire,archaeology,landmark,,,,,
glorious,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories",,,,,Yes,,church,sunrise,sunset,red sky,waterfront,metropolis,pier,,,,,,,
go-offense,,10,2,7,5,2,2,,0.30,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
go-out-there-and-do-amazing-things,,34,7,7,17,7,4,,0.09,12,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
go-team,,7,2,4,3,2,2,,0.43,3,1.00,2,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
go-team-go-team-go-team-go,,26,7,4,13,7,5,,0.12,9,2.50,5,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
goal,,4,1,4,n/a,1,1,,0.75,2,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
going-for-the-goal,,18,4,5,9,4,3,,0.17,6,1.50,3,,0,1,,,,,sports-and-hobbies,,Yes,,football,soccer,hockey,,,,,,,,,,,
going-the-distance,,18,3,8,9,3,2,,0.17,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
gold-star-on-the-parenting-thing,,32,6,9,16,6,3,,0.09,11,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
good-day,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
good-friends-good-times,,23,4,7,11,4,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
good-times,,10,2,5,5,2,2,,0.30,4,1.00,2,,1,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations",,,,,Yes,,cocktail,party,drink,smile,laughing,,,,,,,,,
good-times-with-family,,22,4,6,11,4,4,,0.14,8,2.00,4,,0,1,,,,,,,no,,,,,,,,,,,,,,,
good-traveler,,13,2,8,6,2,2,,0.23,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
got-game,,8,2,4,4,2,2,,0.38,3,1.00,2,,1,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
got-our-jerseys-on,,18,4,7,9,4,3,,0.17,6,1.00,2,,0,1,,sports-and-hobbies,,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
gotcha,,6,1,6,n/a,1,1,,0.50,2,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
gotta-go-adventure-is-calling,,29,5,9,14,5,3,,0.10,10,1.00,2,,0,1,,,"travel, family, seasonal-holidays, year-in-review, sports-and-hobbies, everyday, life-stories, kids",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
graduate,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
graduation,,10,1,10,n/a,1,1,,0.30,4,0.25,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
graduation-day,,14,2,10,7,2,2,,0.21,5,0.50,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
graduation-our-kids-are-ready-for-kindergarten,,46,7,12,23,7,4,,0.07,16,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
graduation-our-students-are-ready-for-kindergarten,,50,7,12,25,7,4,,0.06,17,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
grand-parents-seem-to-know-just-what-to-say,,43,9,7,21,9,5,,0.07,15,1.67,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
grandchildren-were-made-to-be-special,,37,6,13,18,6,3,,0.08,13,0.60,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
grandma-loves-me,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
grandpa-loves-me,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
grateful,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
great-art-at-close-range,,24,5,5,12,5,4,,0.13,8,2.00,4,,0,1,,,,travel,"travel, year-in-review, seasonal-holidays, family",,Yes,,art,art gallery,painting,stained glass,stained wood,statue,sculpture,pottery,steeple,,,,,
great-art-up-close,,18,4,5,9,4,3,,0.17,6,1.50,3,,0,1,,,,travel,"travel, year-in-review, seasonal-holidays, family",,Yes,,art,art gallery,painting,stained glass,stained wood,statue,sculpture,pottery,steeple,,,,,
great-grandparents,,18,2,12,9,2,2,,0.17,6,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
great-idea,,10,2,5,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
great-job-youre-amazing,,23,4,7,11,4,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
great-outdoors,,14,2,8,7,2,2,,0.21,5,0.67,2,,0,1,,"travel, family, seasonal-holidays, year-in-review, sports-and-hobbies, everyday, life-stories, kids",,,,,Yes,,hiking,landscape,mountain,mountain range,trail,rock climbing,hike,,,,,,,
great-tackle,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,"sports-and-hobbies, kids, everyday",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
great-times,,11,2,5,5,2,2,,0.27,4,1.00,2,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids",,,,,Yes,,person:all,smile:all,fun:all,,,,,,,,,,,
greatest,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
group-ticket,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
growing-month-by-month,,22,4,7,11,4,3,,0.14,8,1.00,2,,0,1,,,"baby, birthday, year-in-review",,,,Yes,,baby,newborn,,,,,,,,,,,,
guest-list,,10,2,5,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
haircut,,7,1,7,n/a,1,1,,0.43,3,0.33,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
halloween,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
halloween-parade,,16,2,9,8,2,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hand-picked-for-you,,19,4,6,9,4,3,,0.16,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hands-free-transport,,20,3,9,10,3,2,,0.15,7,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hangin-out-with-old-friends,,27,5,7,13,5,4,,0.11,9,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hangin-with-grandparents,,24,3,12,12,3,2,,0.13,8,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hanging-out,,11,2,7,5,2,2,,0.27,4,0.67,2,,0,1,,"travel, family, seasonal-holidays, year-in-review, sports-and-hobbies, everyday, life-stories, kids",,,,,Yes,,sitting,,,,,,,,,,,,,
happily-ever-after,,18,3,7,9,3,3,,0.17,6,1.00,2,,1,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
happiness,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,1,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,person:all,kissing:all,,,,,,,,,,,,
happiness-is-sleeping-with-your-baby,,36,6,9,18,6,4,,0.08,12,1.33,3,,0,1,,,,,baby,,yes,,sleeping,,,,,,,,,,,,,
happy-birthday,,14,2,8,7,2,2,,0.21,5,0.67,2,,1,1,,,,birthday,,,Yes,,birthday cake,,,,,,,,,,,,,
happy-couple,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,wedding,,yes,,person:all,kissing:all,bride:all,bridegroom:all,,,,,,,,,,
happy-easter,,12,2,6,6,2,2,,0.25,4,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
happy-easter-hop-hop-hop,,24,5,6,12,5,4,,0.13,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
happy-fathers-day,,17,3,7,8,3,3,,0.18,6,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
happy-grads,,11,2,5,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
happy-graduation,,16,2,10,8,2,2,,0.19,6,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
happy-halloween,,15,2,9,7,2,2,,0.20,5,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
happy-holidays,,14,2,8,7,2,2,,0.21,5,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
happy-in-the-sun,,16,4,5,8,4,3,,0.19,6,1.50,3,,0,1,,"travel, family, seasonal-holidays, year-in-review, sports-and-hobbies, everyday, life-stories, kids",,,,,Yes,,outdoors,people,sun hat,sunglasses,sunlight,person,,,,,,,,
happy-life,,10,2,5,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
happy-little-family,,19,3,6,9,3,3,,0.16,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
happy-moments,,13,2,7,6,2,2,,0.23,5,0.67,2,,1,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,smile,laughing,child,kid,baby,,,,,,,,,
happy-mothers-day,,17,3,7,8,3,3,,0.18,6,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
happy-new-year,,14,3,5,7,3,3,,0.21,5,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
happy-spring,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
happy-thanksgiving-gobble-gobble,,32,4,12,16,4,3,,0.09,11,0.75,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
happy-times,,11,2,5,5,2,2,,0.27,4,1.00,2,,1,1,,"baby, travel, kids, birthday, year-in-review, seasonal-holidays, everyday, life-stories, special-celebrations, family, baby-shower, wedding",,,,,Yes,,smile,happy,laughing,,,,,,,,,,,
happy-times-little-joys,,23,4,6,11,4,4,,0.13,8,2.00,4,,0,1,,,"family, kids, baby, birthday",,,,Yes,,baby,newborn,,,,,,,,,,,,
harmony-hope-and-hugs,,21,4,7,10,4,3,,0.14,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
have-book-will-lounge,,21,4,6,10,4,3,,0.14,7,1.50,3,,0,1,,,travel,,,,Yes,,book,reading,,,,,,,,,,,,
have-i-told-you-lately-that-i-love-you,,38,9,6,19,9,5,,0.08,13,2.50,5,,0,1,,,,,,,No,,,,,,,,,,,,,,,
have-sled-will-roll,,19,4,4,9,4,4,,0.16,7,2.00,4,,0,1,,,,"travel, family, year-in-review, seasonal-holidays, everyday, life-stories",,,Yes,,sled:all,snow:all,,,,,,,,,,,,
having-fun,,10,2,6,5,2,2,,0.30,4,1.00,2,,0,1,,,travel,"family, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,Yes,,playground,play,laughing,smile,,,,,,,,,,
having-lots-of-fun,,18,4,6,9,4,3,,0.17,6,1.50,3,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, birthday, special-celebrations",,,,,Yes,,laughing,play,playground,beach,skiing,surfing,zoo,amusement park,party,beach,pool,swimming,,
he-kicks-he-scores,,18,4,6,9,4,3,,0.17,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
he-shoots-he-scores,,19,4,6,9,4,3,,0.16,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
he-stole-our-hearts,,19,4,6,9,4,3,,0.16,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
head-shoulders-knees-and-toes,,29,5,9,14,5,3,,0.10,10,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
heads-up,,8,2,5,4,2,2,,0.38,3,1.00,2,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
heart-of-gold,,13,3,5,6,3,3,,0.23,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hello-autumn,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hello-fall,,10,2,5,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hello-grandma,,13,2,7,6,2,2,,0.23,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hello-happy,,11,2,5,5,2,2,,0.27,4,1.00,2,,1,1,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations",,,,Yes,,play,laughing,smile,,,,,,,,,,,
hello-laughter,,14,2,8,7,2,2,,0.21,5,0.67,2,,1,1,,"birthday, baby, baby-shower, family, seasonal-holidays, kids, everyday, life-stories, year-in-review",,,,,Yes,,laughing,happy,smile,,,,,,,,,,,
hello-nature,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,"family, seasonal-holidays, year-in-review",,,,,Yes,,mountain,landscape,ocean,sea,nature,jungle,river,lake,waterfall,glacier,rainforest,,,
hello-perfection,,16,2,10,8,2,2,,0.19,6,0.50,1,,0,1,,,,,baby,,yes,,newborn,,,,,,,,,,,,,
hello-spring,,12,2,6,6,2,2,,0.25,4,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
hello-summer,,12,2,6,6,2,2,,0.25,4,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
hello-world,,11,2,5,5,2,2,,0.27,4,1.00,2,,1,1,,,,,baby,,yes,,newborn,,,,,,,,,,,,,
here-comes-fall,,15,3,5,7,3,3,,0.20,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
here-comes-the-bride,,20,4,5,10,4,4,,0.15,7,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
here-comes-the-sun,,18,4,5,9,4,3,,0.17,6,1.50,3,,1,1,,,,"family, seasonal-holidays, year-in-review, everyday, life-stories",,,Yes,,sunset:all,sunrise:all,horizon:all,scenery:all,,,,,,,,,,
here-i-am,,9,3,4,4,3,2,,0.33,3,1.00,2,,0,1,,,,,baby,,No,,,,,,,,,,,,,,,
here-we-are-again,,17,4,5,8,4,3,,0.18,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
here-we-come,,12,3,4,6,3,3,,0.25,4,1.50,3,,0,1,,travel,,,,,Yes,,airplane,airport,ticket,train station,,,,,,,,,,
here-we-go,,10,3,4,5,3,2,,0.30,4,1.00,2,,0,1,,travel,,,,,Yes,,person:all,airport:all,,,,,,,,,,,,
heres-to-fun,,12,3,5,6,3,2,,0.25,4,1.00,2,,0,1,,,"travel, family, seasonal-holidays",,,,Yes,,beach,kid,play,pool,sand,,,,,,,,,
heres-to-us,,11,3,5,5,3,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hes-here,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hidden-gems-of-the-world,,24,5,6,12,5,4,,0.13,8,2.00,4,,0,1,,,,travel,,,Yes,,monument,ruins,castle,statue,column,steeple,dome,spire,archaeology,landmark,,,,
high-school,,11,2,6,5,2,2,,0.27,4,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
high-school-varsity,,19,3,7,9,3,3,,0.16,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
highlights,,10,1,10,n/a,1,1,,0.30,4,0.25,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
hippity-hoppity,,15,2,7,7,2,2,,0.20,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
historic-remnants,,17,2,8,8,2,2,,0.18,6,0.67,2,,0,1,,,,travel,,,Yes,,ruins,castle,archaeology,stonehenge,,,,,,,,,,
history-calling,,15,2,7,7,2,2,,0.20,5,0.67,2,,0,1,,,,travel,,,Yes,,castle,archaeology,church,ruins,spire,cathedral,stonehenge,,,,,,,
history-in-the-making,,21,4,7,10,4,3,,0.14,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
history-unraveled,,17,2,9,8,2,2,,0.18,6,0.67,2,,0,1,,,,travel,,,Yes,,monument,ruins,castle,statue,column,steeple,dome,spire,,,,,,
hit-run-score,,13,3,5,6,3,3,,0.23,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hit-the-books,,13,3,5,6,3,3,,0.23,5,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
hit-the-ice,,11,3,3,5,3,3,,0.27,4,3.00,6,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hittin-the-road,,15,3,6,7,3,3,,0.20,5,1.50,3,,0,1,,,,travel,,,Yes,,road:all,vehicle:all,,,,,,,,,,,,
hitting-it-out-of-the-park,,26,6,7,13,6,3,,0.12,9,1.00,2,,0,1,,,,,"sports-and-hobbies, everyday, life-stories",,Yes,,baseball,,,,,,,,,,,,,
ho-ho-ho,,8,3,2,4,3,3,,0.38,3,3.00,6,,1,1,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories",,,Yes,,christmas,christmas ornaments,,,,,,,,,,,,
